record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00074971,le pistolet g1 claque et sers par a coups nb pistolet principal pour service gazoil g2 est haut debit demontage pistolet verification clapet nettoyage reglage tete pistolet remontage mise en service observation apres essai de 10l ok,le pistolet claque et sers par a coups,,demontage pistolet verification clapet nettoyage reglage tete pistolet remontage mise en service observation apres essai,pistolet pompe; clapet pistolet; tete pistolet,dispenser related issue
INC00051460,embout d air defectueux verifications et remplacement embout air,embout d air defectueux,,remplacement embout air,embout air,car service related issue
INC00074429,flexible air defectueux demontage du flexible defectueux et remplacement par un nouveau mise en service observation bonne ok,flexible air defectueux,,remplacement flexible air,flexible air,car service related issue
INC00048292,fuel pos en arret intervention faite passage des pompes en manuelles et recuperation fuelpos pour arrangement ok,fuel pos en arret,,recuperation fuelpos pour reparation,fuelpos,pos related issue
INC00086663,le quadro 1 ne demarre pas controle et remplacement courroie,le quadro ne demarre pas,,remplacement courroie,pompe; courroie,dispenser related issue
INC00062192,pompe super 3 laisse couler le produit apres le service remplacement clapet et siege clapet pistolet essais ok,pompe super laisse couler le produit apres le service,,remplacement clapet et siege clapet pistolet,pompe; clapet pistolet; siege clapet pistolet,dispenser related issue
INC00090005,raccord de gonflage defectueux tradex garoua marche remplacement de l agrafe pneumatique et mise en service de la borne a air,raccord de gonflage defectueux,,remplacement de l agrafe pneumatique,agrafe pneumatique; borne a air,car service related issue
INC00060432,embout d air defectueux echange standard embout air defectueux,embout d air defectueux,,remplacement embout air,embout air,car service related issue
INC00079166,pompe super 2 gazole 2 est en arrete il n affiche rein au tableau remplacement des fusible,pompe est en arrete,,remplacement des fusibles,pompe; fusible,dispenser related issue
INC00074368,bonjour l une des roues de l extincteur abc 50kgs est endommagee remplacement roue extincteurs,l une des roues de l extincteur abc 50kgs est endommagee,,remplacement roue extincteurs,extincteur; roue extincteur,safety related issue
INC00069058,afficheur borne 1 hors service remplacement carte sitara et borne remise en service,afficheur borne hors service,,remplacement carte sitara,borne dialog; afficheur dialog; carte sitara,dialog related issue
INC00089761,connexion internet absente demo ne fonctionne plus fly box a remplacer car elle a ete endommager due a un probleme interne de l equipement,connexion internet absente,defaut flybox,fly box a remplacer,flybox,it related issue
INC00083311,l affichage de la borne a air est en arret afficheur borne hs a remplacer,l affichage de la borne a air est en arret,afficheur borne hs,afficheur borne a remplacer,afficheur; borne a air,car service related issue
INC00061232,accroche de l extincteur piste est casee fixation accroche extincteur ok,accroche de l extincteur piste est casee,,pose support extincteur,accroche extincteur,safety related issue
INC00085287,pompe quadro 4 affiche error reinitialisation du calculateur puis fixation correcte de la cablerie,pompe affiche error,,reinitialisation calculateur,calculateur; pompe; cablerie,dispenser related issue
INC00034495,deversement produits gazole et super au niveau de la pompe de distribution go3 sup3 quand on fait le plein des cuves phenomene nouveau apres observation flotteur hs remplacement du flotteur,deversement produits au niveau de la pompe quand on fait le plein des cuves,flotteur hs,remplacement du flotteur,pompe; floteur,dispenser related issue
INC00089648,pompe sino hydro lagdo en arret remplacement du contacteur et fusible remise en marche de la pompe,pompe en arret,,remplacement contacteur,pompe; contacteur; fusible,dispenser related issue
INC00088246,borne affiche hors service usb absente remplacement cle usb ok,borne affiche hors service usb absente,,remplacement cle usb,borne dialog; cle usb,dialog related issue
INC00051230,debit lent des pistolets g1 g2 g3 et g4 absence de la programmation des pistolets g1 pet s1 et s5 le seuil des services en continu des pistolets est inferieur a 600 litres verifications et nettoyage des filtres,debit lent des pistolets,,nettoyage filtres,filtre,dispenser related issue
INC00063879,fuite de super au niveau du raccord cassant pompe duo 3 remplacement raccord pistolet essais ok,fuite de super au niveau du raccord cassant,,remplacement raccord pistolet,pompe; raccord cassant; raccord pistolet,dispenser related issue
INC00029114,probleme lan controle connexion lan,probleme lan,,controle connexion lan,lan,pos related issue
INC00070690,le mano a huile laisse couler de l huile au niveau du raccord couplings a remplacer sur compteur huile,le mano a huile laisse couler de l huile au niveau du raccord,,couplings a remplacer sur compteur huile,mano a huile; raccord; coupling; compteur huile,car service related issue
INC00060427,la pompe super 5 es en arret apres coupure de lumiere la pompe affiche bas error depuis remplacement des batteries essais ok,la pompe es en arret,defaut batterie,remplacement batterie,pompe; batterie,dispenser related issue
INC00058126,les donnees de la station fixe d okouma ne remontent pas cl006 reprogramation routeur ok,les donnees de la station ne remontent pas,,reconfiguration routeur,routeur,dialog related issue
INC00069308,fuite important de carburant entre le pistolet et le tuyau remplacement joint de pistolet gasoil 4 remplacement bec pistolet sat 2 remise en place joint de portillon sat 1 essais ok,fuite important de carburant entre le pistolet et le tuyau,,remplacement bec pistolet,pistolet pompe; tuyau; joint; bec pistolet; joint de portillon,dispenser related issue
INC00072251,la borne a air ne fonctionne pas pose d un mano assecheur sur la ligne nettoyage electrovannes et embout air essais ok,la borne a air ne fonctionne,,pose d un mano assecheur,borne a air; mano assecheur; electrovanne; embout air,car service related issue
INC00061629,la pompe gasoil quantium 210 ne peut pas servir a plus de 769 litres et affiche une code erreur id 51 et err 103 malgre le passage des techniciens sans solution a ce jour parametrage volume maxi a 9900 litres,la pompe gasoil ne peut pas servir a plus de 769 litres et affiche une code erreur id 51 et err 103,,parametrage volume max,pompe,dispenser related issue
INC00062032,la pompe mono gasoil gasoil est en arrt elle naspire pas depose pompe et nettoyage clapet ris depose groupe et repositionnement separateur nettoyage by pass remplacement totalisateur essais ok,la pompe mono naspire pas,,nettoyage clapet ris,pompe; clapet ris; groupe de pompage; separateur; bypass,dispenser related issue
INC00089002,les transactions de la station du bas affiche 00 sur la borne diagnostic emetteur d impulsion hs a remplacer,les transactions de la station du bas affiche 00 sur la borne,defaut emetteur d impulsion,remplacement emetteur d impulsion,borne dialog; emetteur d impulsion,dialog related issue
INC00060463,la courroie de la pompe super 2 est deffectueuse remplacement courroie pompe super 2,la courroie de la pompe est deffectueuse,,remplacement courroie,pompe; courroie,dispenser related issue
INC00081386,les pistolets go1 go2 coulent abondamment remplacement joint bleu et joint de raccord tournant,les pistolets coulent abondamment,,remplacement joint pistolet,pistolet pompe; joint raccord tournant,dispenser related issue
INC00084792,la pompe gazole n aspire pas le produit avec la cuve pleine consignation de la pompe reglage courroies deconsignation remise en service de la pompe amorcage de la pompe test ok,la pompe n aspire pas le produit,,reglage courroie,pompe; courroie,dispenser related issue
INC00046923,les extincteurs en piste ne sont pas accroches pose et fixation support accroche extincteur reglages divers,les extincteurs en piste ne sont pas accroches,,pose et fixation support accroche extincteurs,extincteur,safety related issue
INC00081345,pompe quadro 3 pistolets debitent en plus pompe en arret urgent svp controle et reglage debit,pompe quadro pistolets debitent en plus,,controle et reglage debit,pompe; pistolet pompe,dispenser related issue
INC00066360,compresseur en arret depuis hier soir pas dair pour les clients pas de graissage pas moyen de sortir lhuile urgence svp verification et remplacement de la courroie,compresseur en arret,,remplacement courroie,compresseur; courroie,car service related issue
INC00074068,le support flexible de la pompe super 1 et gasoil 1 deconnecte support reparer,le support flexible de la pompe super et gasoil deconnecte,,reparation support,support flexible,dispenser related issue
INC00054737,la pompe duo super a une mauvaise lecture des index remplacement totalisateur super 3 essais ok,la pompe duo super a une mauvaise lecture des index,,remplacement totalisateur,totalisateur,dispenser related issue
INC00071011,aspirateur en panne depuis des mois aspirateur en arret monnayeur defectueux a remplacer,aspirateur en panne aspirateur en arret,monnayeur defectueux,monnayeur a remplacer,aspirateur; monnayeur,car wash related issue
INC00079580,la quarto 1 super 1et 2 ne peuvent pas servir au meme moment urgence signalee nous n arrivons pas a servir remplacement des palettes,super 1et 2 ne peuvent pas servir au meme moment,,remplacement des palettes,jeu de palette,dispenser related issue
INC00051751,le flexible d air est defectueux flexible air a changer,le flexible d air est defectueux,,remplacement flexible,flexible air,car service related issue
INC00070716,le flexible de la pompe super 4 est defectueux et laisse couler le carburant pose dun flexible pompe remise en service,le flexible de la pompe super est defectueux et laisse couler le carburant,,remplacement flexible,flexible,dispenser related issue
